planeId;airport;flightType;passengers;delayMinutes;flightDuration;date
OK-877;Amsterdam;Departure;96;0;163;15.03.2026
AF-294;Prague;Arrival;144;0;110;10.10.2025
AF-328;Amsterdam;Departure;197;0;60;27.09.2025
OS-214;Vienna;Arrival;94;0;214;13.12.2025
QS-318;Prague;Arrival;149;20;105;02.04.2026
QS-262;Frankfurt;Departure;172;0;203;13.03.2026
AF-856;Warsaw;Departure;189;138;184;11.03.2026
LH-132;Amsterdam;Arrival;69;7;83;04.04.2026
BA-610;Prague;Arrival;223;27;97;20.05.2026
OK-981;Prague;Departure;63;0;129;19.06.2026
OK-979;Munich;Departure;49;0;203;03.12.2025
LO-566;Prague;Arrival;111;0;227;09.10.2025
AF-807;Vienna;Departure;118;19;62;29.01.2026
BA-658;Frankfurt;Departure;239;0;169;22.06.2026
OS-718;Prague;Arrival;111;0;120;20.04.2026
QS-456;Munich;Arrival;181;140;180;12.05.2026
BA-840;Warsaw;Arrival;38;5;94;11.11.2025
LH-915;Warsaw;Departure;163;9;141;17.02.2026
BA-851;Prague;Departure;124;0;92;19.01.2026
OS-784;Vienna;Arrival;134;0;73;23.09.2025
OS-919;Warsaw;Departure;76;163;185;05.03.2026
LO-795;Vienna;Departure;223;109;190;06.09.2025
OS-696;Amsterdam;Departure;183;5;231;20.11.2025
AF-241;Prague;Departure;204;13;101;01.12.2025
AF-294;Prague;Departure;140;0;193;07.01.2026
LH-187;Warsaw;Arrival;54;161;165;12.01.2026
OK-389;Vienna;Arrival;45;0;80;15.01.2026
LO-949;Vienna;Arrival;68;6;183;28.05.2026
QS-317;Munich;Departure;133;43;180;08.01.2026
AF-513;Frankfurt;Departure;133;0;159;04.01.2026
LH-712;Warsaw;Arrival;108;0;182;30.04.2026
AF-277;Munich;Departure;179;8;76;25.09.2025
OS-653;Prague;Arrival;237;0;127;14.04.2026
LO-744;Prague;Departure;153;29;54;20.02.2026
LH-256;Amsterdam;Departure;40;0;134;26.06.2026
OS-344;Frankfurt;Departure;38;0;96;29.04.2026
KL-580;Vienna;Arrival;211;16;84;06.10.2025
QS-740;Vienna;Arrival;204;140;200;09.12.2025
KL-202;Warsaw;Departure;145;128;182;30.04.2026
BA-919;Munich;Departure;140;8;116;10.05.2026
OS-344;Frankfurt;Arrival;39;0;48;15.09.2025
QS-319;Prague;Departure;102;0;175;25.01.2026
OK-674;Warsaw;Departure;96;0;90;16.02.2026
KL-612;Vienna;Departure;220;169;221;04.05.2026
AF-508;Warsaw;Arrival;199;11;229;26.03.2026
KL-926;Warsaw;Arrival;122;0;165;05.04.2026
OS-779;Prague;Departure;146;0;223;05.09.2025
AF-833;Amsterdam;Departure;188;0;76;08.04.2026
OS-600;Frankfurt;Departure;162;12;204;22.02.2026
LH-382;Frankfurt;Departure;165;7;118;12.04.2026
OS-665;Munich;Departure;92;0;126;15.10.2025
LH-581;Prague;Departure;208;0;211;04.05.2026
LO-674;Warsaw;Departure;232;0;129;26.06.2026
QS-319;Prague;Arrival;165;88;233;18.09.2025
LH-572;Amsterdam;Arrival;160;0;234;12.03.2026
QS-318;Prague;Departure;172;112;49;20.02.2026
LO-358;Vienna;Arrival;97;0;228;26.11.2025
OK-734;Amsterdam;Arrival;175;76;202;14.04.2026
QS-558;Munich;Departure;117;0;61;25.04.2026
LH-553;Munich;Arrival;159;7;57;19.02.2026
OK-283;Warsaw;Arrival;123;0;230;02.11.2025
QS-488;Amsterdam;Arrival;156;7;205;09.02.2026
BA-581;Vienna;Departure;77;20;164;03.06.2026
OS-784;Vienna;Arrival;146;14;74;07.06.2026
AF-370;Munich;Departure;37;16;143;26.01.2026
KL-755;Munich;Arrival;175;7;225;04.05.2026
OS-869;Amsterdam;Departure;112;0;188;03.09.2025
OK-311;Munich;Departure;117;0;95;26.09.2025
LO-697;Frankfurt;Departure;183;65;173;23.10.2025
LO-517;Prague;Arrival;167;8;213;15.06.2026
BA-342;Vienna;Departure;90;0;126;12.12.2025
LO-588;Vienna;Departure;106;10;89;26.05.2026
LH-978;Amsterdam;Arrival;121;21;106;20.02.2026
BA-930;Prague;Departure;171;0;224;09.12.2025
OS-738;Prague;Departure;138;12;110;18.11.2025
KL-167;Munich;Arrival;164;0;104;23.05.2026
QS-740;Vienna;Arrival;56;78;157;21.09.2025
AF-961;Amsterdam;Departure;148;0;98;08.05.2026
QS-525;Frankfurt;Arrival;70;159;65;12.09.2025
OK-466;Munich;Departure;57;156;160;16.09.2025
LH-792;Frankfurt;Arrival;107;0;58;02.11.2025
OK-883;Munich;Arrival;146;0;124;08.03.2026
KL-242;Amsterdam;Departure;195;21;114;01.09.2025
AF-833;Amsterdam;Arrival;42;7;103;25.06.2026
OK-458;Amsterdam;Arrival;219;0;185;07.03.2026
QS-740;Vienna;Arrival;55;0;108;08.12.2025
LH-899;Munich;Arrival;62;0;207;20.01.2026
OS-655;Munich;Arrival;154;9;113;15.06.2026
OS-546;Amsterdam;Departure;108;0;64;21.03.2026
AF-508;Warsaw;Arrival;130;170;235;27.09.2025
OK-292;Vienna;Departure;119;19;124;12.01.2026
AF-826;Warsaw;Arrival;109;0;234;16.09.2025
AF-379;Frankfurt;Arrival;213;29;48;10.12.2025
LO-462;Warsaw;Arrival;168;127;133;26.05.2026
LO-434;Prague;Departure;174;65;141;24.06.2026
OK-185;Frankfurt;Arrival;133;23;190;03.12.2025
QS-317;Munich;Departure;150;26;173;25.10.2025
KL-730;Warsaw;Departure;125;0;120;03.12.2025
OK-775;Frankfurt;Departure;187;0;214;16.11.2025
QS-523;Frankfurt;Departure;160;0;99;11.12.2025
LO-720;Warsaw;Arrival;45;112;53;23.10.2025
OK-868;Warsaw;Arrival;84;12;166;27.02.2026
KL-443;Prague;Arrival;106;0;117;28.12.2025
BA-418;Frankfurt;Arrival;146;0;173;28.03.2026
OS-546;Amsterdam;Arrival;149;0;184;18.10.2025
BA-488;Warsaw;Departure;35;29;137;28.04.2026
BA-581;Vienna;Arrival;69;0;100;27.03.2026
LO-744;Prague;Departure;209;10;205;04.01.2026
OK-214;Frankfurt;Arrival;185;16;130;21.12.2025
LH-881;Munich;Departure;136;11;59;18.05.2026
QS-348;Vienna;Departure;210;0;198;02.12.2025
OS-266;Vienna;Arrival;141;0;220;11.09.2025
KL-719;Munich;Departure;92;14;204;06.05.2026
BA-787;Prague;Departure;35;14;183;02.11.2025
BA-911;Amsterdam;Arrival;215;0;85;16.05.2026
LO-358;Vienna;Departure;184;0;110;06.04.2026
QS-398;Prague;Arrival;192;0;151;20.11.2025
KL-730;Warsaw;Departure;151;0;47;08.04.2026
OS-600;Frankfurt;Departure;49;0;227;26.01.2026
LH-807;Prague;Departure;143;0;61;19.11.2025
LH-723;Amsterdam;Departure;65;0;46;27.03.2026
OS-286;Vienna;Arrival;218;152;65;20.12.2025
LO-841;Frankfurt;Arrival;73;0;107;23.05.2026
QS-525;Frankfurt;Departure;43;0;93;20.10.2025
AF-862;Amsterdam;Arrival;156;0;68;01.11.2025
OK-565;Munich;Departure;57;0;133;25.03.2026
KL-755;Munich;Arrival;98;118;138;17.04.2026
LH-510;Amsterdam;Departure;225;16;212;19.02.2026
KL-928;Amsterdam;Arrival;132;0;176;20.03.2026
OK-147;Munich;Departure;120;0;159;04.10.2025
OS-172;Munich;Departure;80;112;211;26.05.2026
AF-801;Warsaw;Departure;128;0;111;11.04.2026
BA-344;Warsaw;Departure;192;0;205;01.11.2025
KL-315;Amsterdam;Arrival;88;0;124;20.09.2025
AF-159;Munich;Departure;175;101;194;22.03.2026
QS-348;Vienna;Departure;41;26;112;31.03.2026
AF-807;Vienna;Arrival;168;0;141;16.11.2025
KL-961;Frankfurt;Departure;198;16;70;27.09.2025
OK-839;Vienna;Departure;56;0;121;14.11.2025
QS-246;Frankfurt;Arrival;144;29;116;01.10.2025
BA-557;Vienna;Departure;228;0;51;11.11.2025
AF-680;Prague;Arrival;200;0;57;13.09.2025
KL-473;Warsaw;Arrival;96;28;83;14.12.2025
AF-567;Warsaw;Departure;67;0;101;22.05.2026
OS-385;Prague;Departure;160;8;73;20.12.2025
OK-292;Vienna;Arrival;216;0;191;18.09.2025
AF-586;Warsaw;Arrival;35;140;89;07.12.2025
QS-151;Amsterdam;Arrival;166;0;212;05.10.2025
BA-752;Amsterdam;Arrival;141;0;67;13.04.2026
LH-256;Amsterdam;Departure;37;0;66;06.02.2026
QS-230;Amsterdam;Arrival;95;0;225;01.02.2026
LH-553;Munich;Arrival;127;0;140;21.04.2026
OS-999;Frankfurt;Departure;219;0;124;29.11.2025
QS-805;Amsterdam;Arrival;232;0;222;06.03.2026
QS-246;Frankfurt;Departure;238;0;172;20.04.2026
QS-560;Prague;Arrival;171;22;89;16.06.2026
LH-494;Warsaw;Departure;108;0;86;13.09.2025
BA-522;Prague;Arrival;131;0;169;14.05.2026
LH-891;Munich;Departure;199;143;104;11.02.2026
QS-926;Munich;Arrival;70;0;155;23.05.2026
KL-669;Amsterdam;Arrival;135;0;65;06.03.2026
QS-246;Frankfurt;Departure;122;164;169;09.11.2025
OK-698;Vienna;Departure;123;13;111;28.06.2026
OK-334;Amsterdam;Departure;143;0;114;01.01.2026
BA-378;Frankfurt;Departure;185;0;232;26.06.2026
AF-618;Prague;Arrival;228;0;90;11.06.2026
LH-494;Warsaw;Departure;111;26;182;06.10.2025
OK-629;Vienna;Departure;65;23;139;02.01.2026
QS-377;Amsterdam;Departure;158;0;112;20.05.2026
KL-580;Vienna;Arrival;225;0;160;20.04.2026
AF-328;Amsterdam;Arrival;123;5;71;30.12.2025
LH-187;Warsaw;Arrival;41;0;213;27.10.2025
BA-911;Amsterdam;Departure;191;171;166;13.05.2026
LH-151;Vienna;Arrival;144;0;89;21.12.2025
AF-223;Amsterdam;Arrival;36;0;153;14.01.2026
LO-378;Frankfurt;Arrival;165;0;230;09.05.2026
KL-549;Munich;Arrival;187;0;91;10.01.2026
OS-655;Munich;Arrival;126;0;74;01.06.2026
AF-159;Munich;Arrival;85;26;111;21.01.2026
QS-319;Prague;Arrival;221;0;193;29.05.2026
LO-132;Prague;Arrival;115;0;48;26.12.2025
OS-999;Frankfurt;Arrival;157;30;79;17.12.2025
LH-837;Vienna;Arrival;120;27;234;28.12.2025
QS-319;Prague;Arrival;145;12;90;09.10.2025
LH-487;Warsaw;Arrival;201;0;209;01.03.2026
KL-515;Vienna;Arrival;160;0;133;08.04.2026
OS-873;Prague;Departure;72;0;48;24.05.2026
QS-175;Warsaw;Departure;182;0;217;25.03.2026
AF-241;Prague;Departure;56;9;210;24.10.2025
QS-878;Vienna;Departure;46;0;191;27.04.2026
BA-557;Vienna;Departure;182;0;73;24.04.2026
KL-864;Vienna;Departure;184;91;148;09.05.2026
OS-916;Amsterdam;Departure;98;0;223;22.06.2026
KL-187;Prague;Arrival;228;0;125;25.10.2025
AF-250;Warsaw;Departure;168;13;239;04.02.2026
KL-340;Munich;Departure;173;140;205;27.03.2026
KL-568;Amsterdam;Arrival;222;27;240;26.11.2025
QS-286;Vienna;Departure;240;0;193;21.06.2026
LH-334;Vienna;Departure;48;0;67;11.09.2025
KL-326;Munich;Arrival;94;0;101;27.02.2026
KL-431;Amsterdam;Departure;194;0;205;23.09.2025
AF-107;Warsaw;Departure;37;53;140;20.05.2026
OK-353;Amsterdam;Departure;142;0;73;23.11.2025
AF-403;Prague;Arrival;173;0;141;29.03.2026
AF-785;Amsterdam;Arrival;64;0;223;09.05.2026
QS-286;Vienna;Departure;191;0;226;19.11.2025
KL-612;Vienna;Departure;118;15;75;01.03.2026
LO-735;Prague;Departure;143;0;75;23.01.2026
QS-926;Munich;Departure;102;0;240;29.11.2025
OK-924;Amsterdam;Arrival;64;5;149;12.02.2026
QS-662;Warsaw;Departure;104;0;143;09.03.2026
BA-557;Vienna;Departure;55;24;205;16.09.2025
LH-899;Munich;Departure;163;15;128;26.04.2026
LO-651;Vienna;Arrival;123;0;106;23.05.2026
KL-431;Amsterdam;Arrival;199;100;138;03.10.2025
AF-968;Vienna;Arrival;42;103;202;15.05.2026
OK-847;Prague;Arrival;43;137;195;06.06.2026
QS-783;Vienna;Arrival;189;0;100;18.02.2026
KL-755;Munich;Departure;155;29;88;09.04.2026
BA-170;Frankfurt;Arrival;230;91;226;30.03.2026
KL-350;Munich;Departure;179;23;51;26.10.2025
OS-158;Warsaw;Arrival;167;0;141;15.01.2026
BA-823;Munich;Arrival;148;16;70;25.03.2026
OK-498;Munich;Arrival;41;0;129;08.05.2026
LH-791;Amsterdam;Departure;125;27;181;18.02.2026
KL-755;Munich;Departure;222;0;232;03.10.2025
LO-750;Warsaw;Arrival;100;161;72;08.12.2025
LH-491;Vienna;Arrival;36;0;206;21.12.2025
OK-954;Frankfurt;Arrival;80;0;198;10.06.2026
OK-724;Frankfurt;Arrival;40;0;179;19.04.2026
LH-494;Warsaw;Arrival;218;0;130;09.11.2025
LO-470;Amsterdam;Arrival;200;24;211;23.04.2026
LH-837;Vienna;Departure;60;55;184;09.05.2026
LO-378;Frankfurt;Departure;114;0;144;05.01.2026
AF-891;Frankfurt;Departure;203;119;200;16.04.2026
LH-109;Prague;Departure;58;0;110;31.03.2026
LO-950;Vienna;Departure;239;176;215;16.10.2025
AF-801;Warsaw;Departure;51;0;202;18.01.2026
QS-805;Amsterdam;Departure;42;23;50;15.06.2026
LH-529;Amsterdam;Departure;181;0;211;18.10.2025
OK-839;Vienna;Arrival;142;0;186;18.11.2025
AF-472;Prague;Arrival;238;30;217;14.04.2026
AF-782;Prague;Departure;159;0;83;22.11.2025
OK-734;Amsterdam;Arrival;38;92;71;08.12.2025
AF-618;Prague;Departure;185;5;148;15.10.2025
KL-580;Vienna;Arrival;61;102;139;11.12.2025
BA-296;Munich;Departure;175;0;102;22.06.2026
OK-255;Prague;Departure;223;0;71;07.02.2026
OS-738;Prague;Arrival;230;18;88;05.06.2026
OK-353;Amsterdam;Arrival;126;0;152;29.04.2026
LO-384;Frankfurt;Departure;79;118;130;22.02.2026
LH-494;Warsaw;Departure;60;0;212;30.12.2025
LH-798;Prague;Departure;36;0;186;21.02.2026
OK-353;Amsterdam;Arrival;199;6;58;25.06.2026
LO-462;Warsaw;Arrival;105;28;147;21.03.2026
OK-674;Warsaw;Departure;59;0;228;29.09.2025
LO-845;Frankfurt;Arrival;229;0;148;10.05.2026
LO-294;Vienna;Departure;141;0;234;28.04.2026
LH-999;Warsaw;Arrival;210;0;175;02.03.2026
LH-354;Warsaw;Departure;108;8;133;31.05.2026
QS-327;Warsaw;Departure;128;150;237;09.04.2026
AF-330;Warsaw;Arrival;218;0;78;22.04.2026
AF-423;Frankfurt;Arrival;154;0;176;22.01.2026
QS-398;Prague;Departure;121;0;217;04.02.2026
QS-583;Frankfurt;Departure;60;0;184;27.06.2026
AF-330;Warsaw;Departure;38;50;165;19.01.2026
OK-460;Frankfurt;Departure;103;118;206;02.05.2026
QS-395;Munich;Departure;223;0;193;19.10.2025
LH-991;Frankfurt;Departure;86;0;71;01.02.2026
OS-535;Prague;Arrival;46;0;138;01.11.2025
BA-545;Amsterdam;Departure;66;19;132;08.06.2026
KL-448;Munich;Arrival;88;43;78;15.02.2026
QS-641;Frankfurt;Arrival;150;0;143;25.02.2026
OS-271;Warsaw;Arrival;223;27;136;13.12.2025
LO-651;Vienna;Departure;195;7;61;04.02.2026
LH-382;Frankfurt;Arrival;148;5;202;14.11.2025
QS-319;Prague;Arrival;142;18;206;13.01.2026
LH-581;Prague;Arrival;221;20;239;20.12.2025
KL-573;Munich;Arrival;45;0;201;04.09.2025
BA-984;Vienna;Departure;135;0;129;12.01.2026
KL-568;Amsterdam;Departure;134;167;147;12.09.2025
LO-325;Warsaw;Arrival;175;16;98;12.06.2026
QS-662;Warsaw;Arrival;152;29;180;27.05.2026
LO-985;Vienna;Arrival;223;10;132;24.09.2025
KL-505;Amsterdam;Departure;170;0;50;15.04.2026
LO-651;Vienna;Departure;126;0;147;24.02.2026
BA-336;Frankfurt;Departure;187;172;190;19.04.2026
OS-919;Warsaw;Arrival;77;106;132;04.10.2025
LO-101;Warsaw;Departure;183;7;64;11.05.2026
KL-902;Prague;Departure;174;8;187;11.02.2026
BA-840;Warsaw;Departure;208;0;191;06.10.2025
LO-101;Warsaw;Departure;172;0;135;21.10.2025
BA-753;Prague;Departure;112;51;224;31.01.2026
LO-384;Frankfurt;Departure;153;0;235;07.03.2026
KL-666;Amsterdam;Departure;218;0;61;29.05.2026
KL-755;Munich;Departure;94;64;157;14.03.2026
LH-896;Munich;Departure;64;64;99;16.10.2025
KL-235;Munich;Departure;128;25;82;02.12.2025
BA-336;Frankfurt;Arrival;88;0;47;11.12.2025
KL-782;Prague;Departure;198;86;60;26.11.2025
OS-738;Prague;Arrival;96;85;110;12.04.2026
OK-713;Amsterdam;Arrival;217;0;99;03.06.2026
AF-801;Warsaw;Arrival;175;163;220;22.01.2026
AF-586;Warsaw;Arrival;220;0;158;09.05.2026
AF-785;Amsterdam;Departure;121;0;54;31.01.2026
KL-719;Munich;Arrival;210;0;151;09.05.2026
KL-726;Vienna;Departure;232;135;86;11.04.2026
QS-224;Munich;Arrival;207;0;228;28.02.2026
LH-881;Munich;Arrival;113;0;137;31.03.2026
QS-488;Amsterdam;Departure;186;15;97;09.09.2025
AF-692;Vienna;Departure;133;12;184;25.03.2026
BA-158;Munich;Departure;239;0;77;18.09.2025
AF-786;Amsterdam;Departure;178;0;65;14.01.2026
OK-389;Vienna;Departure;190;0;186;08.06.2026
LO-444;Prague;Arrival;41;69;212;20.09.2025
LO-444;Prague;Arrival;77;14;62;25.10.2025
AF-373;Amsterdam;Departure;46;26;148;26.09.2025
KL-730;Warsaw;Arrival;176;0;226;16.03.2026
LH-146;Amsterdam;Arrival;205;0;214;26.02.2026
AF-478;Amsterdam;Departure;183;10;138;16.11.2025
OS-308;Munich;Arrival;222;0;68;27.03.2026
QS-878;Vienna;Arrival;48;0;131;25.06.2026
OK-702;Amsterdam;Departure;221;0;154;30.04.2026
AF-891;Frankfurt;Departure;156;18;121;23.02.2026
LO-384;Frankfurt;Arrival;103;0;91;08.06.2026
OK-629;Vienna;Departure;240;0;238;24.09.2025
AF-833;Amsterdam;Departure;130;0;103;12.04.2026
LO-561;Amsterdam;Departure;125;0;84;02.06.2026
BA-158;Munich;Departure;38;0;178;03.12.2025
LH-462;Warsaw;Arrival;153;0;188;29.05.2026
AF-165;Frankfurt;Arrival;183;0;231;21.11.2025
QS-453;Munich;Departure;134;0;180;08.01.2026
BA-522;Prague;Departure;231;77;180;21.03.2026
LO-600;Munich;Arrival;43;0;214;19.04.2026
QS-505;Prague;Departure;230;0;104;03.09.2025
OS-738;Prague;Arrival;162;66;52;18.06.2026
QS-456;Munich;Departure;48;0;203;02.01.2026
QS-456;Munich;Departure;180;12;199;31.10.2025
LO-600;Munich;Arrival;47;161;139;31.03.2026
BA-380;Warsaw;Arrival;224;0;112;17.03.2026
KL-884;Amsterdam;Departure;168;0;56;20.03.2026
LH-390;Frankfurt;Arrival;101;0;176;26.12.2025
KL-580;Vienna;Departure;159;29;134;10.09.2025
KL-235;Munich;Departure;191;10;79;15.06.2026
AF-702;Prague;Departure;196;6;205;22.05.2026
OK-868;Warsaw;Departure;207;0;223;14.04.2026
QS-824;Warsaw;Arrival;93;0;204;29.12.2025
OS-655;Munich;Departure;155;24;70;22.03.2026
LH-677;Munich;Arrival;231;159;122;08.04.2026
QS-552;Warsaw;Departure;106;0;131;24.04.2026
OK-698;Vienna;Departure;223;0;157;18.04.2026
LH-132;Amsterdam;Departure;60;0;105;17.06.2026
LH-385;Vienna;Arrival;59;163;139;06.04.2026
BA-581;Vienna;Arrival;114;0;171;14.05.2026
AF-623;Munich;Departure;160;0;125;05.03.2026
AF-403;Prague;Arrival;79;0;47;21.01.2026
OK-877;Amsterdam;Arrival;203;173;178;31.01.2026
KL-580;Vienna;Departure;181;7;114;22.01.2026
OS-963;Vienna;Arrival;46;25;161;30.10.2025
LO-160;Amsterdam;Arrival;115;23;156;31.05.2026
LH-334;Vienna;Departure;68;0;173;18.01.2026
LH-187;Warsaw;Departure;117;22;84;03.05.2026
OS-535;Prague;Arrival;165;158;56;29.04.2026
AF-835;Amsterdam;Departure;149;0;94;15.03.2026
OS-600;Frankfurt;Departure;105;0;124;08.09.2025
QS-583;Frankfurt;Arrival;133;8;206;19.06.2026
AF-513;Frankfurt;Departure;138;0;205;01.01.2026
OK-411;Amsterdam;Arrival;181;0;78;09.12.2025
OS-919;Warsaw;Arrival;219;143;51;16.04.2026
BA-610;Prague;Arrival;88;14;238;15.10.2025
LH-162;Vienna;Departure;127;42;185;17.06.2026
LO-325;Warsaw;Arrival;166;15;144;16.11.2025
OS-195;Warsaw;Arrival;70;13;45;20.09.2025
AF-360;Vienna;Arrival;142;26;141;12.03.2026
LO-238;Prague;Departure;62;26;120;29.10.2025
LO-651;Vienna;Arrival;102;0;128;02.03.2026
QS-395;Munich;Departure;197;17;208;21.04.2026
LO-325;Warsaw;Arrival;98;9;47;03.09.2025
AF-338;Amsterdam;Arrival;187;0;47;04.05.2026
AF-837;Munich;Arrival;195;0;125;26.09.2025
AF-242;Warsaw;Arrival;73;0;88;12.05.2026
QS-262;Frankfurt;Arrival;137;11;126;14.12.2025
QS-926;Munich;Arrival;218;89;87;27.02.2026
OS-344;Frankfurt;Departure;70;0;145;06.11.2025
BA-840;Warsaw;Arrival;100;23;210;19.05.2026
LH-572;Amsterdam;Arrival;206;0;220;17.09.2025
LH-878;Amsterdam;Departure;143;17;75;12.11.2025
LH-710;Amsterdam;Arrival;46;0;69;22.10.2025
LH-446;Vienna;Arrival;63;0;103;27.06.2026
QS-736;Vienna;Arrival;55;16;214;19.03.2026
QS-318;Prague;Departure;68;0;52;21.12.2025
KL-902;Prague;Departure;240;0;110;14.02.2026
AF-576;Munich;Departure;192;19;96;06.05.2026
AF-270;Amsterdam;Departure;200;0;99;27.10.2025
QS-172;Warsaw;Departure;91;0;57;23.12.2025
LH-665;Prague;Departure;203;0;210;02.10.2025
KL-350;Munich;Departure;159;0;156;19.10.2025
OK-411;Amsterdam;Departure;164;0;177;05.05.2026
AF-713;Warsaw;Arrival;221;28;126;01.03.2026
LO-520;Amsterdam;Arrival;120;159;99;31.05.2026
BA-557;Vienna;Arrival;82;0;230;05.12.2025
OK-460;Frankfurt;Departure;235;15;156;16.03.2026
LH-915;Warsaw;Departure;132;24;88;15.05.2026
OK-981;Prague;Arrival;225;6;163;22.10.2025
AF-256;Munich;Departure;173;0;192;16.10.2025
BA-652;Munich;Arrival;102;29;161;30.01.2026
LH-334;Vienna;Departure;218;0;159;21.01.2026
LO-780;Frankfurt;Arrival;51;0;127;13.10.2025
BA-851;Prague;Departure;151;0;120;05.04.2026
LO-697;Frankfurt;Arrival;142;0;122;04.10.2025
BA-545;Amsterdam;Arrival;236;8;224;10.06.2026
QS-552;Warsaw;Arrival;95;0;87;06.12.2025
BA-823;Munich;Arrival;91;28;45;02.09.2025
AF-381;Amsterdam;Arrival;92;0;181;31.01.2026
QS-205;Vienna;Departure;215;0;220;20.02.2026
OK-185;Frankfurt;Arrival;49;12;175;29.12.2025
LO-132;Prague;Arrival;227;0;97;05.03.2026
KL-282;Amsterdam;Arrival;62;0;227;27.06.2026
BA-814;Frankfurt;Departure;176;170;72;09.11.2025
LH-390;Frankfurt;Departure;179;23;163;27.06.2026
LH-878;Amsterdam;Arrival;158;0;204;14.05.2026
OS-919;Warsaw;Departure;88;55;206;15.02.2026
LO-448;Warsaw;Departure;144;22;151;26.12.2025
LH-467;Vienna;Arrival;173;0;144;27.05.2026
KL-357;Munich;Departure;174;0;55;08.04.2026
QS-576;Amsterdam;Departure;100;0;115;31.01.2026
LO-950;Vienna;Departure;55;0;132;12.02.2026
KL-282;Amsterdam;Arrival;117;0;162;27.01.2026
KL-330;Prague;Arrival;169;0;131;14.02.2026
KL-549;Munich;Arrival;39;0;209;28.12.2025
AF-814;Frankfurt;Arrival;159;16;85;30.03.2026
LH-657;Prague;Arrival;159;28;215;18.01.2026
OK-542;Frankfurt;Arrival;214;0;118;09.04.2026
KL-473;Warsaw;Arrival;173;0;163;04.04.2026
LH-510;Amsterdam;Departure;68;0;164;27.05.2026
OK-147;Munich;Departure;139;0;93;09.10.2025
BA-492;Warsaw;Departure;222;0;157;16.01.2026
OK-503;Prague;Departure;237;0;111;08.11.2025
AF-713;Warsaw;Departure;235;21;170;27.06.2026
LH-791;Amsterdam;Departure;236;0;77;08.05.2026
BA-730;Warsaw;Arrival;134;15;106;16.11.2025
KL-350;Munich;Arrival;56;5;53;01.05.2026
QS-783;Vienna;Arrival;64;163;85;27.09.2025
LO-793;Warsaw;Departure;53;20;218;27.09.2025
OK-292;Vienna;Arrival;82;0;232;09.06.2026
OK-702;Amsterdam;Arrival;194;10;166;04.10.2025
OK-736;Warsaw;Departure;129;0;222;14.03.2026
AF-469;Vienna;Departure;158;144;177;30.11.2025
AF-599;Frankfurt;Arrival;109;0;157;03.12.2025
LO-942;Warsaw;Departure;54;0;51;11.04.2026
QS-741;Frankfurt;Departure;150;23;235;02.01.2026
OK-455;Amsterdam;Departure;65;0;154;08.11.2025
KL-126;Prague;Arrival;83;0;66;17.09.2025
QS-736;Vienna;Arrival;42;0;177;03.11.2025
KL-340;Munich;Arrival;188;0;173;23.09.2025
KL-525;Munich;Arrival;76;86;125;01.12.2025
OS-288;Vienna;Arrival;128;0;64;10.04.2026
OK-346;Munich;Arrival;216;0;233;21.02.2026
QS-223;Vienna;Departure;142;0;174;08.10.2025
OK-789;Warsaw;Departure;207;0;183;09.05.2026
LO-597;Vienna;Arrival;220;73;135;17.09.2025
AF-821;Warsaw;Arrival;102;0;56;18.01.2026
QS-783;Vienna;Arrival;163;8;84;08.06.2026
BA-919;Munich;Departure;145;150;176;19.02.2026
LO-566;Prague;Arrival;160;0;235;07.06.2026
BA-960;Prague;Arrival;156;0;99;24.06.2026
AF-968;Vienna;Departure;170;0;233;01.12.2025
KL-871;Munich;Departure;161;8;187;25.03.2026
KL-564;Vienna;Arrival;35;0;114;05.12.2025
AF-508;Warsaw;Departure;98;15;68;04.10.2025
LH-467;Vienna;Departure;138;0;237;21.11.2025
LO-720;Warsaw;Arrival;212;0;70;29.04.2026
BA-752;Amsterdam;Arrival;175;0;200;22.09.2025
OS-214;Vienna;Departure;155;26;225;02.02.2026
QS-523;Frankfurt;Arrival;121;27;75;23.12.2025
QS-383;Frankfurt;Arrival;156;0;113;26.11.2025
BA-753;Prague;Departure;115;12;219;28.05.2026
QS-736;Vienna;Arrival;119;0;154;23.04.2026
BA-619;Warsaw;Arrival;193;0;215;18.02.2026
KL-340;Munich;Arrival;148;0;65;20.05.2026
AF-242;Warsaw;Departure;144;0;238;18.03.2026
OK-195;Vienna;Arrival;152;0;229;08.06.2026
KL-957;Vienna;Arrival;162;0;181;13.04.2026
OS-266;Vienna;Departure;197;16;122;23.06.2026
QS-317;Munich;Arrival;187;0;201;27.03.2026
AF-833;Amsterdam;Departure;226;0;188;13.06.2026
QS-258;Amsterdam;Arrival;67;0;128;05.09.2025
QS-683;Frankfurt;Arrival;69;12;136;11.09.2025
LH-896;Munich;Departure;232;0;175;25.09.2025
QS-327;Warsaw;Arrival;173;16;182;09.01.2026
BA-296;Munich;Arrival;204;98;103;28.06.2026
QS-246;Frankfurt;Departure;130;7;157;17.01.2026
QS-384;Munich;Arrival;173;13;128;15.06.2026
LH-723;Amsterdam;Departure;149;17;71;24.10.2025
OK-783;Vienna;Arrival;170;0;200;17.10.2025
OK-783;Vienna;Departure;84;153;182;17.12.2025
AF-267;Vienna;Departure;217;0;207;14.04.2026
KL-261;Frankfurt;Arrival;61;29;174;15.03.2026
OK-872;Prague;Departure;215;0;91;13.06.2026
